#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.437299999999981E+02  0.116440511637315E+01  0.207439464334129E-01  0.858535152666177E+00  0.152948548298906E-01
     0.437399999999981E+02  0.116430975084490E+01  0.207195955933400E-01  0.858606067671715E+00  0.152794138185618E-01
     0.437499999999981E+02  0.116421427364963E+01  0.206953772856042E-01  0.858677072578244E+00  0.152640681236425E-01
     0.437599999999981E+02  0.116411868867391E+01  0.206712960977745E-01  0.858748164453423E+00  0.152488210639917E-01
     0.437699999999981E+02  0.116402299990881E+01  0.206473564839115E-01  0.858819340289904E+00  0.152336758600410E-01
     0.437799999999981E+02  0.116392721144548E+01  0.206235627625098E-01  0.858890597008529E+00  0.152186356323233E-01
     0.437899999999981E+02  0.116383132747074E+01  0.205999191145829E-01  0.858961931461543E+00  0.152037034001034E-01
     0.437999999999981E+02  0.116373535226267E+01  0.205764295818912E-01  0.859033340435815E+00  0.151888820801112E-01
     0.438099999999981E+02  0.116363929018616E+01  0.205530980653091E-01  0.859104820656070E+00  0.151741744853760E-01
     0.438199999999981E+02  0.116354314568849E+01  0.205299283233320E-01  0.859176368788118E+00  0.151595833241607E-01
     0.438299999999981E+02  0.116344692329485E+01  0.205069239707192E-01  0.859247981442094E+00  0.151451111989932E-01
     0.438399999999981E+02  0.116335062760392E+01  0.204840884772732E-01  0.859319655175689E+00  0.151307606057971E-01
     0.438499999999981E+02  0.116325426328344E+01  0.204614251667511E-01  0.859391386497383E+00  0.151165339331166E-01
     0.438599999999981E+02  0.116315783506576E+01  0.204389372159075E-01  0.859463171869671E+00  0.151024334614364E-01
     0.438699999999981E+02  0.116306134774343E+01  0.204166276536676E-01  0.859535007712273E+00  0.150884613625945E-01
     0.438799999999980E+02  0.116296480616481E+01  0.203944993604256E-01  0.859606890405344E+00  0.150746196992867E-01
     0.438899999999980E+02  0.116286821522967E+01  0.203725550674695E-01  0.859678816292662E+00  0.150609104246607E-01
     0.438999999999980E+02  0.116277157988486E+01  0.203507973565281E-01  0.859750781684807E+00  0.150473353819988E-01
     0.439099999999980E+02  0.116267490511992E+01  0.203292286594381E-01  0.859822782862315E+00  0.150338963044873E-01
     0.439199999999980E+02  0.116257819596281E+01  0.203078512579300E-01  0.859894816078822E+00  0.150205948150712E-01
     0.439299999999980E+02  0.116248145747565E+01  0.202866672835298E-01  0.859966877564175E+00  0.150074324263928E-01
     0.439399999999980E+02  0.116238469475042E+01  0.202656787175735E-01  0.860038963527533E+00  0.149944105408117E-01
     0.439499999999980E+02  0.116228791290480E+01  0.202448873913347E-01  0.860111070160433E+00  0.149815304505061E-01
     0.439599999999980E+02  0.116219111707795E+01  0.202242949862593E-01  0.860183193639832E+00  0.149687933376519E-01
     0.439699999999980E+02  0.116209431242641E+01  0.202039030343087E-01  0.860255330131126E+00  0.149562002746804E-01
     0.439799999999980E+02  0.116199750412002E+01  0.201837129184054E-01  0.860327475791134E+00  0.149437522246098E-01
     0.439899999999980E+02  0.116190069733781E+01  0.201637258729830E-01  0.860399626771050E+00  0.149314500414524E-01
     0.439999999999980E+02  0.116180389726407E+01  0.201439429846347E-01  0.860471779219370E+00  0.149192944706937E-01
     0.440099999999980E+02  0.116170710908432E+01  0.201243651928595E-01  0.860543929284781E+00  0.149072861498415E-01
     0.440199999999980E+02  0.116161033798147E+01  0.201049932909043E-01  0.860616073119013E+00  0.148954256090463E-01
     0.440299999999980E+02  0.116151358913192E+01  0.200858279266992E-01  0.860688206879661E+00  0.148837132717874E-01
     0.440399999999980E+02  0.116141686770176E+01  0.200668696038834E-01  0.860760326732964E+00  0.148721494556267E-01
     0.440499999999980E+02  0.116132017884303E+01  0.200481186829200E-01  0.860832428856553E+00  0.148607343730269E-01
     0.440599999999980E+02  0.116122352769001E+01  0.200295753822985E-01  0.860904509442154E+00  0.148494681322333E-01
     0.440699999999980E+02  0.116112691935558E+01  0.200112397798205E-01  0.860976564698256E+00  0.148383507382164E-01
     0.440799999999980E+02  0.116103035892765E+01  0.199931118139693E-01  0.861048590852733E+00  0.148273820936772E-01
     0.440899999999980E+02  0.116093385146558E+01  0.199751912853592E-01  0.861120584155429E+00  0.148165620001088E-01
     0.440999999999980E+02  0.116083740199681E+01  0.199574778582641E-01  0.861192540880698E+00  0.148058901589182E-01
     0.441099999999980E+02  0.116074101551335E+01  0.199399710622226E-01  0.861264457329903E+00  0.147953661726031E-01
     0.441199999999980E+02  0.116064469696849E+01  0.199226702937163E-01  0.861336329833868E+00  0.147849895459831E-01
     0.441299999999980E+02  0.116054845127351E+01  0.199055748179240E-01  0.861408154755289E+00  0.147747596874869E-01
     0.441399999999980E+02  0.116045228329447E+01  0.198886837705435E-01  0.861479928491093E+00  0.147646759104890E-01
     0.441499999999980E+02  0.116035619784901E+01  0.198719961596846E-01  0.861551647474759E+00  0.147547374346995E-01
     0.441599999999980E+02  0.116026019970332E+01  0.198555108678287E-01  0.861623308178587E+00  0.147449433876031E-01
     0.441699999999980E+02  0.116016429356908E+01  0.198392266538536E-01  0.861694907115918E+00  0.147352928059462E-01
     0.441799999999980E+02  0.116006848410051E+01  0.198231421551225E-01  0.861766440843311E+00  0.147257846372722E-01
     0.441899999999980E+02  0.115997277589148E+01  0.198072558896343E-01  0.861837905962665E+00  0.147164177415023E-01
     0.441999999999980E+02  0.115987717347271E+01  0.197915662582348E-01  0.861909299123296E+00  0.147071908925611E-01
     0.442099999999980E+02  0.115978168130900E+01  0.197760715468859E-01  0.861980617023962E+00  0.146981027800465E-01
     0.442199999999980E+02  0.115968630379653E+01  0.197607699289916E-01  0.862051856414836E+00  0.146891520109411E-01
     0.442299999999980E+02  0.115959104526031E+01  0.197456594677794E-01  0.862123014099428E+00  0.146803371113662E-01
     0.442399999999980E+02  0.115949590995159E+01  0.197307381187350E-01  0.862194086936457E+00  0.146716565283748E-01
     0.442499999999980E+02  0.115940090204543E+01  0.197160037320885E-01  0.862265071841667E+00  0.146631086317835E-01
     0.442599999999980E+02  0.115930602563826E+01  0.197014540553509E-01  0.862335965789588E+00  0.146546917160433E-01
     0.442699999999980E+02  0.115921128474565E+01  0.196870867358988E-01  0.862406765815251E+00  0.146464040021453E-01
     0.442799999999980E+02  0.115911668329998E+01  0.196728993236067E-01  0.862477469015840E+00  0.146382436395633E-01
     0.442899999999980E+02  0.115902222514833E+01  0.196588892735226E-01  0.862548072552291E+00  0.146302087082289E-01
     0.442999999999980E+02  0.115892791405035E+01  0.196450539485892E-01  0.862618573650835E+00  0.146222972205409E-01
     0.443099999999980E+02  0.115883375367630E+01  0.196313906224044E-01  0.862688969604489E+00  0.146145071234058E-01
     0.443199999999980E+02  0.115873974760506E+01  0.196178964820241E-01  0.862759257774479E+00  0.146068363003082E-01
     0.443299999999980E+02  0.115864589932233E+01  0.196045686308012E-01  0.862829435591618E+00  0.145992825734117E-01
     0.443399999999980E+02  0.115855221221880E+01  0.195914040912632E-01  0.862899500557617E+00  0.145918437056860E-01
     0.443499999999980E+02  0.115845868958849E+01  0.195783998080220E-01  0.862969450246338E+00  0.145845174030620E-01
     0.443599999999980E+02  0.115836533462713E+01  0.195655526507193E-01  0.863039282304993E+00  0.145773013166116E-01
     0.443699999999980E+02  0.115827215043062E+01  0.195528594170015E-01  0.863108994455274E+00  0.145701930447514E-01
     0.443799999999979E+02  0.115817913999356E+01  0.195403168355238E-01  0.863178584494428E+00  0.145631901354689E-01
     0.443899999999979E+02  0.115808630620794E+01  0.195279215689835E-01  0.863248050296272E+00  0.145562900885702E-01
     0.443999999999979E+02  0.115799365186178E+01  0.195156702171763E-01  0.863317389812143E+00  0.145494903579474E-01
     0.444099999999979E+02  0.115790117963800E+01  0.195035593200788E-01  0.863386601071784E+00  0.145427883538639E-01
     0.444199999999979E+02  0.115780889211324E+01  0.194915853609502E-01  0.863455682184172E+00  0.145361814452572E-01
     0.444299999999979E+02  0.115771679175688E+01  0.194797447694558E-01  0.863524631338279E+00  0.145296669620566E-01
     0.444399999999979E+02  0.115762488093007E+01  0.194680339248069E-01  0.863593446803770E+00  0.145232421975149E-01
     0.444499999999979E+02  0.115753316188487E+01  0.194564491589162E-01  0.863662126931638E+00  0.145169044105521E-01
     0.444599999999979E+02  0.115744163676350E+01  0.194449867595670E-01  0.863730670154774E+00  0.145106508281102E-01
     0.444699999999979E+02  0.115735030759762E+01  0.194336429735937E-01  0.863799074988468E+00  0.145044786475165E-01
     0.444799999999979E+02  0.115725917630778E+01  0.194224140100710E-01  0.863867340030851E+00  0.144983850388546E-01
     0.444899999999979E+02  0.115716824470287E+01  0.194112960435104E-01  0.863935463963267E+00  0.144923671473413E-01
     0.444999999999979E+02  0.115707751447971E+01  0.194002852170604E-01  0.864003445550581E+00  0.144864220957067E-01
     0.445099999999979E+02  0.115698698722273E+01  0.193893776457104E-01  0.864071283641418E+00  0.144805469865773E-01
     0.445199999999979E+02  0.115689666440373E+01  0.193785694194926E-01  0.864138977168341E+00  0.144747389048588E-01
     0.445299999999979E+02  0.115680654738170E+01  0.193678566066833E-01  0.864206525147953E+00  0.144689949201184E-01
     0.445399999999979E+02  0.115671663740280E+01  0.193572352569979E-01  0.864273926680945E+00  0.144633120889629E-01
     0.445499999999979E+02  0.115662693560033E+01  0.193467014047794E-01  0.864341180952066E+00  0.144576874574122E-01
     0.445599999999979E+02  0.115653744299488E+01  0.193362510721766E-01  0.864408287230033E+00  0.144521180632663E-01
     0.445699999999979E+02  0.115644816049452E+01  0.193258802723101E-01  0.864475244867371E+00  0.144466009384619E-01
     0.445799999999979E+02  0.115635908889511E+01  0.193155850124237E-01  0.864542053300188E+00  0.144411331114204E-01
     0.445899999999979E+02  0.115627022888064E+01  0.193053612970178E-01  0.864608712047886E+00  0.144357116093809E-01
     0.445999999999979E+02  0.115618158102373E+01  0.192952051309636E-01  0.864675220712798E+00  0.144303334607198E-01
     0.446099999999979E+02  0.115609314578619E+01  0.192851125225938E-01  0.864741578979771E+00  0.144249956972537E-01
     0.446199999999979E+02  0.115600492351963E+01  0.192750794867685E-01  0.864807786615672E+00  0.144196953565228E-01
     0.446299999999979E+02  0.115591691446621E+01  0.192651020479139E-01  0.864873843468838E+00  0.144144294840542E-01
     0.446399999999979E+02  0.115582911875945E+01  0.192551762430292E-01  0.864939749468453E+00  0.144091951356026E-01
     0.446499999999979E+02  0.115574153642515E+01  0.192452981246615E-01  0.865005504623876E+00  0.144039893793658E-01
     0.446599999999979E+02  0.115565416738233E+01  0.192354637638448E-01  0.865071109023883E+00  0.143988092981738E-01
     0.446699999999979E+02  0.115556701144433E+01  0.192256692530000E-01  0.865136562835872E+00  0.143936519916491E-01
     0.446799999999979E+02  0.115548006831995E+01  0.192159107087950E-01  0.865201866304984E+00  0.143885145783370E-01
     0.446899999999979E+02  0.115539333761468E+01  0.192061842749603E-01  0.865267019753183E+00  0.143833941978014E-01
     0.446999999999979E+02  0.115530681883201E+01  0.191964861250591E-01  0.865332023578258E+00  0.143782880126883E-01
     0.447099999999979E+02  0.115522051137481E+01  0.191868124652081E-01  0.865396878252781E+00  0.143731932107510E-01
     0.447199999999979E+02  0.115513441454679E+01  0.191771595367483E-01  0.865461584323000E+00  0.143681070068377E-01
     0.447299999999979E+02  0.115504852755408E+01  0.191675236188601E-01  0.865526142407677E+00  0.143630266448380E-01
     0.447399999999979E+02  0.115496284950676E+01  0.191579010311246E-01  0.865590553196872E+00  0.143579493995881E-01
     0.447499999999979E+02  0.115487737942063E+01  0.191482881360245E-01  0.865654817450675E+00  0.143528725787311E-01
     0.447599999999979E+02  0.115479211621892E+01  0.191386813413853E-01  0.865718935997878E+00  0.143477935245320E-01
     0.447699999999979E+02  0.115470705873410E+01  0.191290771027519E-01  0.865782909734608E+00  0.143427096156446E-01
     0.447799999999979E+02  0.115462220570979E+01  0.191194719257022E-01  0.865846739622902E+00  0.143376182688294E-01
     0.447899999999979E+02  0.115453755580271E+01  0.191098623680900E-01  0.865910426689239E+00  0.143325169406209E-01
     0.447999999999979E+02  0.115445310758467E+01  0.191002450422209E-01  0.865973972023023E+00  0.143274031289417E-01
     0.448099999999979E+02  0.115436885954466E+01  0.190906166169550E-01  0.866037376775025E+00  0.143222743746630E-01
     0.448199999999979E+02  0.115428481009095E+01  0.190809738197359E-01  0.866100642155785E+00  0.143171282631094E-01
     0.448299999999979E+02  0.115420095755330E+01  0.190713134385454E-01  0.866163769433966E+00  0.143119624255071E-01
     0.448399999999979E+02  0.115411730018519E+01  0.190616323237793E-01  0.866226759934678E+00  0.143067745403730E-01
     0.448499999999979E+02  0.115403383616604E+01  0.190519273900454E-01  0.866289615037765E+00  0.143015623348459E-01
     0.448599999999979E+02  0.115395056360361E+01  0.190421956178806E-01  0.866352336176052E+00  0.142963235859549E-01
     0.448699999999979E+02  0.115386748053633E+01  0.190324340553859E-01  0.866414924833567E+00  0.142910561218281E-01
     0.448799999999978E+02  0.115378458493569E+01  0.190226398197780E-01  0.866477382543733E+00  0.142857578228367E-01
     0.448899999999978E+02  0.115370187470872E+01  0.190128100988569E-01  0.866539710887525E+00  0.142804266226771E-01
     0.448999999999978E+02  0.115361934770045E+01  0.190029421523867E-01  0.866601911491616E+00  0.142750605093866E-01
     0.449099999999978E+02  0.115353700169638E+01  0.189930333133906E-01  0.866663986026489E+00  0.142696575262954E-01
     0.449199999999978E+02  0.115345483442510E+01  0.189830809893579E-01  0.866725936204528E+00  0.142642157729116E-01
     0.449299999999978E+02  0.115337284356075E+01  0.189730826633623E-01  0.866787763778105E+00  0.142587334057399E-01
     0.449399999999978E+02  0.115329102672568E+01  0.189630358950918E-01  0.866849470537636E+00  0.142532086390338E-01
     0.449499999999978E+02  0.115320938149298E+01  0.189529383217885E-01  0.866911058309631E+00  0.142476397454792E-01
     0.449599999999978E+02  0.115312790538915E+01  0.189427876590986E-01  0.866972528954739E+00  0.142420250568119E-01
     0.449699999999978E+02  0.115304659589669E+01  0.189325817018322E-01  0.867033884365772E+00  0.142363629643660E-01
     0.449799999999978E+02  0.115296545045674E+01  0.189223183246331E-01  0.867095126465736E+00  0.142306519195549E-01
     0.449899999999978E+02  0.115288446647170E+01  0.189119954825577E-01  0.867156257205855E+00  0.142248904342848E-01
     0.449999999999978E+02  0.115280364130788E+01  0.189016112115644E-01  0.867217278563592E+00  0.142190770812998E-01
     0.450099999999978E+02  0.115272297229815E+01  0.188911636289126E-01  0.867278192540675E+00  0.142132104944602E-01
     0.450199999999978E+02  0.115264245674454E+01  0.188806509334730E-01  0.867339001161127E+00  0.142072893689528E-01
     0.450299999999978E+02  0.115256209192085E+01  0.188700714059482E-01  0.867399706469305E+00  0.142013124614360E-01
     0.450399999999978E+02  0.115248187507532E+01  0.188594234090060E-01  0.867460310527944E+00  0.141952785901168E-01
     0.450499999999978E+02  0.115240180343314E+01  0.188487053873245E-01  0.867520815416218E+00  0.141891866347643E-01
     0.450599999999978E+02  0.115232187419909E+01  0.188379158675517E-01  0.867581223227813E+00  0.141830355366572E-01
     0.450699999999978E+02  0.115224208456007E+01  0.188270534581795E-01  0.867641536069017E+00  0.141768242984678E-01
     0.450799999999978E+02  0.115216243168761E+01  0.188161168493333E-01  0.867701756056828E+00  0.141705519840831E-01
     0.450899999999978E+02  0.115208291274041E+01  0.188051048124794E-01  0.867761885317084E+00  0.141642177183643E-01
     0.450999999999978E+02  0.115200352486678E+01  0.187940162000512E-01  0.867821925982622E+00  0.141578206868449E-01
     0.451099999999978E+02  0.115192426520706E+01  0.187828499449952E-01  0.867881880191451E+00  0.141513601353698E-01
     0.451199999999978E+02  0.115184513089609E+01  0.187716050602397E-01  0.867941750084966E+00  0.141448353696762E-01
     0.451299999999978E+02  0.115176611906550E+01  0.187602806380874E-01  0.868001537806181E+00  0.141382457549173E-01
     0.451399999999978E+02  0.115168722684606E+01  0.187488758495329E-01  0.868061245497999E+00  0.141315907151311E-01
     0.451499999999978E+02  0.115160845136996E+01  0.187373899435091E-01  0.868120875301520E+00  0.141248697326548E-01
     0.451599999999978E+02  0.115152978977303E+01  0.187258222460639E-01  0.868180429354376E+00  0.141180823474882E-01
     0.451699999999978E+02  0.115145123919693E+01  0.187141721594669E-01  0.868239909789107E+00  0.141112281566050E-01
     0.451799999999978E+02  0.115137279679125E+01  0.187024391612538E-01  0.868299318731578E+00  0.141043068132170E-01
     0.451899999999978E+02  0.115129445971563E+01  0.186906228032052E-01  0.868358658299439E+00  0.140973180259906E-01
     0.451999999999978E+02  0.115121622514173E+01  0.186787227102662E-01  0.868417930600618E+00  0.140902615582187E-01
     0.452099999999978E+02  0.115113809025525E+01  0.186667385794072E-01  0.868477137731866E+00  0.140831372269489E-01
     0.452199999999978E+02  0.115106005225777E+01  0.186546701784306E-01  0.868536281777346E+00  0.140759449020723E-01
     0.452299999999978E+02  0.115098210836864E+01  0.186425173447230E-01  0.868595364807265E+00  0.140686845053713E-01
     0.452399999999978E+02  0.115090425582672E+01  0.186302799839594E-01  0.868654388876557E+00  0.140613560095323E-01
     0.452499999999978E+02  0.115082649189214E+01  0.186179580687591E-01  0.868713356023612E+00  0.140539594371229E-01
     0.452599999999978E+02  0.115074881384790E+01  0.186055516372977E-01  0.868772268269056E+00  0.140464948595364E-01
     0.452699999999978E+02  0.115067121900150E+01  0.185930607918781E-01  0.868831127614582E+00  0.140389623959064E-01
     0.452799999999978E+02  0.115059370468641E+01  0.185804856974628E-01  0.868889936041830E+00  0.140313622119936E-01
     0.452899999999978E+02  0.115051626826354E+01  0.185678265801711E-01  0.868948695511324E+00  0.140236945190456E-01
     0.452999999999978E+02  0.115043890712262E+01  0.185550837257430E-01  0.869007407961452E+00  0.140159595726338E-01
     0.453099999999978E+02  0.115036161868350E+01  0.185422574779757E-01  0.869066075307510E+00  0.140081576714698E-01
     0.453199999999978E+02  0.115028440039738E+01  0.185293482371314E-01  0.869124699440792E+00  0.140002891562010E-01
     0.453299999999978E+02  0.115020724974798E+01  0.185163564583228E-01  0.869183282227739E+00  0.139923544081905E-01
     0.453399999999978E+02  0.115013016425262E+01  0.185032826498794E-01  0.869241825509134E+00  0.139843538482831E-01
     0.453499999999978E+02  0.115005314146328E+01  0.184901273716941E-01  0.869300331099360E+00  0.139762879355573E-01
     0.453599999999978E+02  0.114997617896749E+01  0.184768912335577E-01  0.869358800785708E+00  0.139681571660692E-01
     0.453699999999978E+02  0.114989927438926E+01  0.184635748934806E-01  0.869417236327736E+00  0.139599620715875E-01
     0.453799999999978E+02  0.114982242538986E+01  0.184501790560076E-01  0.869475639456688E+00  0.139517032183239E-01
     0.453899999999977E+02  0.114974562966854E+01  0.184367044705257E-01  0.869534011874961E+00  0.139433812056592E-01
     0.453999999999977E+02  0.114966888496325E+01  0.184231519295705E-01  0.869592355255630E+00  0.139349966648699E-01
     0.454099999999977E+02  0.114959218905116E+01  0.184095222671333E-01  0.869650671242016E+00  0.139265502578539E-01
     0.454199999999977E+02  0.114951553974926E+01  0.183958163569699E-01  0.869708961447323E+00  0.139180426758614E-01
     0.454299999999977E+02  0.114943893491474E+01  0.183820351109170E-01  0.869767227454308E+00  0.139094746382295E-01
     0.454399999999977E+02  0.114936237244545E+01  0.183681794772162E-01  0.869825470815011E+00  0.139008468911249E-01
     0.454499999999977E+02  0.114928585028016E+01  0.183542504388500E-01  0.869883693050540E+00  0.138921602062962E-01
     0.454599999999977E+02  0.114920936639888E+01  0.183402490118916E-01  0.869941895650891E+00  0.138834153798365E-01
     0.454699999999977E+02  0.114913291882298E+01  0.183261762438709E-01  0.870000080074830E+00  0.138746132309601E-01
     0.454799999999977E+02  0.114905650561538E+01  0.183120332121600E-01  0.870058247749810E+00  0.138657546007936E-01
     0.454899999999977E+02  0.114898012488059E+01  0.182978210223794E-01  0.870116400071947E+00  0.138568403511838E-01
     0.454999999999977E+02  0.114890377476472E+01  0.182835408068288E-01  0.870174538406030E+00  0.138478713635249E-01
     0.455099999999977E+02  0.114882745345543E+01  0.182691937229423E-01  0.870232664085574E+00  0.138388485376045E-01
     0.455199999999977E+02  0.114875115918181E+01  0.182547809517736E-01  0.870290778412930E+00  0.138297727904726E-01
     0.455299999999977E+02  0.114867489021426E+01  0.182403036965093E-01  0.870348882659416E+00  0.138206450553334E-01
     0.455399999999977E+02  0.114859864486421E+01  0.182257631810162E-01  0.870406978065501E+00  0.138114662804614E-01
     0.455499999999977E+02  0.114852242148392E+01  0.182111606484205E-01  0.870465065841024E+00  0.138022374281448E-01
     0.455599999999977E+02  0.114844621846609E+01  0.181964973597251E-01  0.870523147165444E+00  0.137929594736554E-01
     0.455699999999977E+02  0.114837003424358E+01  0.181817745924620E-01  0.870581223188138E+00  0.137836334042474E-01
     0.455799999999977E+02  0.114829386728893E+01  0.181669936393850E-01  0.870639295028715E+00  0.137742602181864E-01
     0.455899999999977E+02  0.114821771611394E+01  0.181521558072035E-01  0.870697363777378E+00  0.137648409238095E-01
     0.455999999999977E+02  0.114814157926919E+01  0.181372624153563E-01  0.870755430495303E+00  0.137553765386168E-01
     0.456099999999977E+02  0.114806545534346E+01  0.181223147948307E-01  0.870813496215060E+00  0.137458680883968E-01
     0.456199999999977E+02  0.114798934296323E+01  0.181073142870245E-01  0.870871561941047E+00  0.137363166063847E-01
     0.456299999999977E+02  0.114791324079201E+01  0.180922622426541E-01  0.870929628649959E+00  0.137267231324562E-01
     0.456399999999977E+02  0.114783714752976E+01  0.180771600207089E-01  0.870987697291276E+00  0.137170887123559E-01
     0.456499999999977E+02  0.114776106191218E+01  0.180620089874532E-01  0.871045768787772E+00  0.137074143969624E-01
     0.456599999999977E+02  0.114768498271008E+01  0.180468105154763E-01  0.871103844036048E+00  0.136977012415896E-01
     0.456699999999977E+02  0.114760890872859E+01  0.180315659827909E-01  0.871161923907075E+00  0.136879503053252E-01
     0.456799999999977E+02  0.114753283880649E+01  0.180162767719810E-01  0.871220009246765E+00  0.136781626504062E-01
     0.456899999999977E+02  0.114745677181541E+01  0.180009442694002E-01  0.871278100876543E+00  0.136683393416328E-01
     0.456999999999977E+02  0.114738070665906E+01  0.179855698644194E-01  0.871336199593943E+00  0.136584814458200E-01
     0.457099999999977E+02  0.114730464227246E+01  0.179701549487249E-01  0.871394306173203E+00  0.136485900312869E-01
     0.457199999999977E+02  0.114722857762113E+01  0.179547009156679E-01  0.871452421365883E+00  0.136386661673854E-01
     0.457299999999977E+02  0.114715251170027E+01  0.179392091596636E-01  0.871510545901480E+00  0.136287109240661E-01
     0.457399999999977E+02  0.114707644353392E+01  0.179236810756415E-01  0.871568680488047E+00  0.136187253714826E-01
     0.457499999999977E+02  0.114700037217419E+01  0.179081180585458E-01  0.871626825812825E+00  0.136087105796345E-01
     0.457599999999977E+02  0.114692429670035E+01  0.178925215028860E-01  0.871684982542868E+00  0.135986676180476E-01
     0.457699999999977E+02  0.114684821621807E+01  0.178768928023376E-01  0.871743151325674E+00  0.135885975554919E-01
     0.457799999999977E+02  0.114677212985855E+01  0.178612333493920E-01  0.871801332789809E+00  0.135785014597367E-01
     0.457899999999977E+02  0.114669603677771E+01  0.178455445350547E-01  0.871859527545531E+00  0.135683803973429E-01
     0.457999999999977E+02  0.114661993615537E+01  0.178298277485930E-01  0.871917736185410E+00  0.135582354334911E-01
     0.458099999999977E+02  0.114654382719439E+01  0.178140843773298E-01  0.871975959284942E+00  0.135480676318459E-01
     0.458199999999977E+02  0.114646770911995E+01  0.177983158064854E-01  0.872034197403145E+00  0.135378780544550E-01
     0.458299999999977E+02  0.114639158117868E+01  0.177825234190643E-01  0.872092451083163E+00  0.135276677616828E-01
     0.458399999999977E+02  0.114631544263795E+01  0.177667085957872E-01  0.872150720852842E+00  0.135174378121784E-01
     0.458499999999977E+02  0.114623929278502E+01  0.177508727150672E-01  0.872209007225303E+00  0.135071892628752E-01
     0.458599999999977E+02  0.114616313092640E+01  0.177350171530281E-01  0.872267310699496E+00  0.134969231690237E-01
     0.458699999999977E+02  0.114608695638704E+01  0.177191432835649E-01  0.872325631760744E+00  0.134866405842551E-01
     0.458799999999977E+02  0.114601076850968E+01  0.177032524784441E-01  0.872383970881265E+00  0.134763425606749E-01
     0.458899999999976E+02  0.114593456665413E+01  0.176873461074436E-01  0.872442328520676E+00  0.134660301489856E-01
     0.458999999999976E+02  0.114585835019666E+01  0.176714255385300E-01  0.872500705126483E+00  0.134557043986383E-01
     0.459099999999976E+02  0.114578211852932E+01  0.176554921380711E-01  0.872559101134542E+00  0.134453663580098E-01
     0.459199999999976E+02  0.114570587105938E+01  0.176395472710850E-01  0.872617516969507E+00  0.134350170746071E-01
     0.459299999999976E+02  0.114562960720875E+01  0.176235923015204E-01  0.872675953045249E+00  0.134246575952954E-01
     0.459399999999976E+02  0.114555332641343E+01  0.176076285925698E-01  0.872734409765254E+00  0.134142889665500E-01
     0.459499999999976E+02  0.114547702812298E+01  0.175916575070111E-01  0.872792887522995E+00  0.134039122347301E-01
     0.459599999999976E+02  0.114540071180010E+01  0.175756804075785E-01  0.872851386702281E+00  0.133935284463735E-01
     0.459699999999976E+02  0.114532437692015E+01  0.175596986573595E-01  0.872909907677574E+00  0.133831386485109E-01
     0.459799999999976E+02  0.114524802297075E+01  0.175437136202153E-01  0.872968450814283E+00  0.133727438889977E-01
     0.459899999999976E+02  0.114517164945141E+01  0.175277266612258E-01  0.873027016469031E+00  0.133623452168634E-01
     0.459999999999976E+02  0.114509525587322E+01  0.175117391471536E-01  0.873085604989888E+00  0.133519436826751E-01
     0.460099999999976E+02  0.114501884175852E+01  0.174957524469277E-01  0.873144216716579E+00  0.133415403389157E-01
     0.460199999999976E+02  0.114494240664068E+01  0.174797679321448E-01  0.873202851980662E+00  0.133311362403743E-01
     0.460299999999976E+02  0.114486595006387E+01  0.174637869775843E-01  0.873261511105673E+00  0.133207324445470E-01
     0.460399999999976E+02  0.114478947158287E+01  0.174478109617374E-01  0.873320194407241E+00  0.133103300120474E-01
     0.460499999999976E+02  0.114471297076297E+01  0.174318412673467E-01  0.873378902193174E+00  0.132999300070248E-01
     0.460599999999976E+02  0.114463644717987E+01  0.174158792819554E-01  0.873437634763511E+00  0.132895334975889E-01
     0.460699999999976E+02  0.114455990041959E+01  0.173999263984631E-01  0.873496392410545E+00  0.132791415562389E-01
     0.460799999999976E+02  0.114448333007852E+01  0.173839840156868E-01  0.873555175418809E+00  0.132687552602965E-01
     0.460899999999976E+02  0.114440673576341E+01  0.173680535389251E-01  0.873613984065038E+00  0.132583756923396E-01
     0.460999999999976E+02  0.114433011709144E+01  0.173521363805234E-01  0.873672818618091E+00  0.132480039406373E-01
     0.461099999999976E+02  0.114425347369039E+01  0.173362339604377E-01  0.873731679338848E+00  0.132376410995829E-01
     0.461199999999976E+02  0.114417680519872E+01  0.173203477067958E-01  0.873790566480069E+00  0.132272882701240E-01
     0.461299999999976E+02  0.114410011126583E+01  0.173044790564540E-01  0.873849480286227E+00  0.132169465601886E-01
     0.461399999999976E+02  0.114402339155227E+01  0.172886294555456E-01  0.873908420993306E+00  0.132066170851052E-01
     0.461499999999976E+02  0.114394664573005E+01  0.172728003600215E-01  0.873967388828566E+00  0.131963009680151E-01
     0.461599999999976E+02  0.114386987348291E+01  0.172569932361797E-01  0.874026384010287E+00  0.131859993402768E-01
     0.461699999999976E+02  0.114379307450673E+01  0.172412095611818E-01  0.874085406747469E+00  0.131757133418587E-01
     0.461799999999976E+02  0.114371624850991E+01  0.172254508235554E-01  0.874144457239513E+00  0.131654441217219E-01
     0.461899999999976E+02  0.114363939521382E+01  0.172097185236791E-01  0.874203535675867E+00  0.131551928381882E-01
     0.461999999999976E+02  0.114356251435324E+01  0.171940141742502E-01  0.874262642235645E+00  0.131449606592943E-01
     0.462099999999976E+02  0.114348560567694E+01  0.171783393007315E-01  0.874321777087218E+00  0.131347487631305E-01
